"Principal Investigator","CoInvestigator","Role",DeptID,"Department","Proposal","Award ID","Title","Created","Deadline","Type","Proposal Status","Award Status","Begin Date","End Date","Indirect Costs","Indirect Cost%","Matching Funds","Partner Contrib","Requested Amount","Sponsor","Pgm Name","Comp Name","Keyword"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018326","R3770A06","METEOROID ENVIRONMENT MODEL VALIDATION - MEASUREMENTS OF","2009-09-11","2007-03-22","NEW","Accepted","Closed","2007-04-01","2010-12-31","N","0.000","N","N","$20,000.00","FUNDS TRANSFER ACCOUNTS","FTA NASA","2007 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018327","R3770A07","CONSTRUCTION OF ALL SKY METEOR CAMERAS","2009-09-11","2007-03-22","NEW","Accepted","Closed","2007-08-01","2010-12-31","N","0.000","N","N","$10,000.00","FUNDS TRANSFER ACCOUNTS","FTA NASA","2007 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018328","","HIGH RESOLUTION STUDIES OF METEOROID ABLATION","2009-09-11","2007-01-31","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$93,900.00","ONTARIO MINISTRY RESEARCH & INNOVATION","EARLY RESEARCHER AWARD","2007 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018329","","HIGH RESOLUTION STUDIES OF METEOROID ABLATION AND COMPOS","2009-09-11","2007-01-31","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$150,000.00","ONTARIO MINISTRY RESEARCH & INNOVATION","EARLY RESEARCHER AWARD","2007 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018750","","UNVERISITY FACULTY AWARD - CAMPBELL-BROWN, MARGARET","2009-09-11","2004-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$1.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","UNIVERSITY FACULTY AWARDS","2004 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000018837","X3551A17","IOF - CAMPBELL-BROWN - METEORID ENVIRONMENT OPTICAL RESE","2009-09-11","2007-05-17","NEW","Accepted","Accepted","2007-04-01","2013-03-31","N","0.000","N","N","$66,940.00","CANADA FOUNDATION INNOVATION","INFRASTRUCTURE OPERATING FUND","2007 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000022137","W3870A01","METEORID ENVIRONMENT OPTICAL RESEARCH OBSERVING STATIONS","2009-09-11","2005-02-15","NEW","Accepted","Closed","2006-07-01","2010-07-31","N","0.000","N","N","$223,136.00","CANADA FOUNDATION INNOVATION","NEW OPPORTUNITIES","2005 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000022138","W3870A02","METEORID ENVIRONMENT OPTICAL RESEARCH OBSERVING STATIONS","2009-09-11","2005-11-09","NEW","Accepted","Closed","2006-07-01","2011-07-31","N","0.000","N","N","$223,136.00","ONTARIO RESEARCH FUND","RESEARCH INFRASTRUCTURE","2005 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000024114","","Physical properties of meteoroids posing the greatest ha","2009-11-02","2009-11-12","NEW","Declined","","0000-00-00","0000-00-00","F","40000.000","Y","N","$190,000.00","ONTARIO MINISTRY RESEARCH & INNOVATION","EARLY RESEARCHER AWARD","ROUND 6 - 2009 FALL COMPETITION","Meteoroids"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000026102","R3770A08","Doctoral Supervision Internal Grant","2010-08-05","2010-08-31","NEW","Accepted","Accepted","2010-07-01","2014-04-30","N","0.000","N","N","$3,000.00","UWO INTERNAL SCIENCE","DOCTORAL SUPERVISION INTERNAL GRANT","2010 SPRING DSIG","Research Support"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000026783","","Spectral determination of meteoroid grain composition","2010-10-12","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$24,615.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Meteors"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000026783","","Spectral determination of meteoroid grain composition","2010-10-12","2010-10-25","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$24,615.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","2010 FALL COMPETITION","Solar System"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027044","R3770A09","Spectral determination of meteoroid grain composition","2010-10-25","2010-11-15","NEW","Accepted","Accepted","2011-05-01","2013-04-30","N","0.000","N","N","$24,615.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2010 COMPETITION","Meteor Observing"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027044","R3770A09","Spectral determination of meteoroid grain composition","2010-10-25","2010-11-15","NEW","Accepted","Accepted","2011-05-01","2013-04-30","N","0.000","N","N","$24,615.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2010 COMPETITION","Meteoroids"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027044","R3770A09","Spectral determination of meteoroid grain composition","2010-10-25","2010-11-15","NEW","Accepted","Accepted","2011-05-01","2013-04-30","N","0.000","N","N","$24,615.00","ACADEMIC DEVELOPMENT FUND","NEW RESEARCH & SCHOLARLY INITIATIVE - MAJOR GRANTS PROGRAM","2010 COMPETITION","Solar System Origin"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Meteor Observing"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Meteoroids"
"Campbell-Brown,Margaret","Campbell-Brown,Margaret","PI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Spacecraft Navigation Technology"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000018323","R3770A05","METEOROID MEASUREMENT ANALYSIS AND MONITORING PROGRAM","2009-09-11","2005-11-14","NEW","Accepted","Closed","2006-07-01","2010-12-31","N","0.000","N","N","$77,000.00","NASA","MARSHALL SPACE FLIGHT CENTER","2005 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000022137","W3870A01","METEORID ENVIRONMENT OPTICAL RESEARCH OBSERVING STATIONS","2009-09-11","2005-02-15","NEW","Accepted","Closed","2006-07-01","2010-07-31","N","0.000","N","N","$223,136.00","CANADA FOUNDATION INNOVATION","NEW OPPORTUNITIES","2005 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000022138","W3870A02","METEORID ENVIRONMENT OPTICAL RESEARCH OBSERVING STATIONS","2009-09-11","2005-11-09","NEW","Accepted","Closed","2006-07-01","2011-07-31","N","0.000","N","N","$223,136.00","ONTARIO RESEARCH FUND","RESEARCH INFRASTRUCTURE","2005 - CONVERSION","FR0P Conversion"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Meteor Observing"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Meteoroids"
"Campbell-Brown,Margaret","Wiegert,Paul","CPI",230800,"Physics & Astronomy","0000027546","","Meteoroid Measurement, Analysis and Monitoring","2011-01-20","2011-01-20","ISG","Draft","","0000-00-00","0000-00-00","P","42.100","N","N","$0.00","NASA","MARSHALL SPACE FLIGHT CENTER","2010 SUMMER COMPETITION","Spacecraft Navigation Technology"
"Campbell-Brown,Margaret Diane","Campbell-Brown,Margaret Diane","PI",230800,"Physics & Astronomy","0000031951","R3770A01002","Structure, Composition, and Origin of Meteoroids","2012-10-23","2012-11-01","RNW","Accepted","Accepted","2013-04-01","2018-03-31","N","0.000","N","N","$485,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Astronomy"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000031492","R5069A01","Start Up Funds","2012-09-24","2012-09-24","NEW","Accepted","Accepted","2012-09-01","2015-06-30","N","0.000","N","N","$25,000.00","UWO INTERNAL SCIENCE","INTERNAL FUNDING","2012 OPEN FUNDING","Start Up"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000031925","","Statistical Inference for Complex Dynamical Models","2012-10-22","2012-11-01","NEW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$222,980.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Statistics"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000032242","X1277B66","CRC in Biostatistics and Environmetrics","2012-12-07","2012-10-15","NEW","Accepted","Accepted","2013-09-01","2018-08-31","N","0.000","N","N","$500,000.00","CANADA RESEARCH CHAIRS","TIER II NSERC CHAIR","2012 FALL COMPETITION","Biostatistics"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000032242","X1277B66","CRC in Biostatistics and Environmetrics","2012-12-07","2012-10-15","NEW","Accepted","Accepted","2013-09-01","2018-08-31","N","0.000","N","N","$500,000.00","CANADA RESEARCH CHAIRS","TIER II NSERC CHAIR","2012 FALL COMPETITION","Environments"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000032289","R5069A02","The Generalized Profiling Method and Applications in Est","2012-12-20","2007-11-01","NEW","Accepted","Accepted","2008-04-01","2013-03-31","N","0.000","N","N","$13,981.04","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2007 - CONVERSION","Research Transfer"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000032349","","The Generalized Profiling Method and Applications in Est","2013-01-07","2012-11-01","RNW","Inst. Approved","","0000-00-00","0000-00-00","N","0.000","N","N","$222,980.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Statistics"
"Cao,Jiguo","Cao,Jiguo","PI",230210,"Stats & Actuarial Sci - Gen","0000033148","R5069A02001","Statistical Inference for Complex Dynamical Models","2013-04-10","2012-11-01","RNW","Accepted","Accepted","2013-04-01","2018-03-31","N","0.000","N","N","$222,980.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2012 FALL COMPETITION - FULL APPLICATION","Statistics"
"Cass,F. Peter","Cass,F. Peter","PI",230300,"Mathematics","0000015390","","OPERATORS ON BANACH SPACES AND SUMMABILITY","2009-09-11","2001-11-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$62,000.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","2001 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Ankney,C D","CPI",231000,"Zoology","0000015329","R1805A02","DUAL HPLC SYSTEM WITH UV/VIS DIODE-ARRAY AND ELECTROCHEM","2009-09-11","1996-11-01","NEW","Accepted","Closed","1997-03-01","1998-03-31","N","0.000","N","N","$80,855.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","1996 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015321","R1805A01","OTHER-CELL BIOLOGY DEVELOPMENT","2009-09-11","1977-04-01","NEW","Accepted","Closed","1978-04-01","1981-03-31","N","0.000","N","N","$55,250.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","COMMON ACCOUNT","1977 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015322","R1805A01001","INTERCELULAR COMMUN.IN DEVELOP","2009-09-11","1980-11-01","RNW","Accepted","Closed","1981-04-01","1984-03-31","N","0.000","N","N","$60,053.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1980 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015323","R1805A01002","CELL COMMUNICATION IN DEVELPMN","2009-09-11","1984-11-01","RNW","Accepted","Closed","1984-04-01","1987-03-31","N","0.000","N","N","$154,878.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1984 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015324","R1805A01003","CELL COMMUNICATION IN DEVELPMT","2009-09-11","1986-11-01","RNW","Accepted","Closed","1987-04-01","1990-03-31","N","0.000","N","N","$253,992.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1986 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015325","R1805A01004","COMMUN.VIA MEMBRANE CHANNELS","2009-09-11","1989-11-01","RNW","Accepted","Closed","1990-04-01","1993-03-31","N","0.000","N","N","$222,956.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1989 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015326","R1805A01005","MEMBRANE CHANNELS & TRANSPORTERS","2009-09-11","1992-11-01","RNW","Accepted","Closed","1993-04-01","1999-03-31","N","0.000","N","N","$248,781.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","DISCOVERY GRANTS","1992 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015329","R1805A02","DUAL HPLC SYSTEM WITH UV/VIS DIODE-ARRAY AND ELECTROCHEM","2009-09-11","1996-11-01","NEW","Accepted","Closed","1997-03-01","1998-03-31","N","0.000","N","N","$80,855.00","NATURAL SCIENCES &  ENGINEERING RESEARCH","RESEARCH TOOLS & INSTRUMENTS - CATEGORY 1","1996 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015330","R1805A03","RECOMBINANT SCREENING METHODS FOR DETECTING INSECTICIDES","2009-09-11","1996-04-17","NEW","Accepted","Closed","1997-04-01","2000-11-30","N","0.000","N","N","$50,000.00","AGRICULTURE & AGRI-FOOD CANADA","RESEARCH CONTRACTS","1996 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015331","R1805A04","SUMMER CAREER PLACEMENT 1998","2009-09-11","1998-03-27","NEW","Accepted","Closed","1998-05-01","1998-08-31","N","0.000","N","N","$4,991.00","HUMAN RESOURCES & SKILLS DEVELOPMENT CAN","SUMMER CAREER PLACEMENT PROGRAM","1998 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015332","R1805A05","1998 SUMMER JOBS SERVICE","2009-09-11","1998-04-21","NEW","Accepted","Closed","1998-05-01","1998-12-31","N","0.000","N","N","$1.00","YOUTH OPPORTUNITIES UNLIMITED","SUMMER JOBS SERVICE","1998 - CONVERSION","FR0P Conversion"
"Caveney,Stanley","Caveney,Stanley","PI",231000,"Zoology","0000015333","","MULTIDRUG RESISTANCE TRANSPORTER ACTIVITIES IN LEPIDOPTE","2009-09-11","1999-12-01","NEW","Declined","","0000-00-00","0000-00-00","N","0.000","N","N","$195,500.00","ENVIRONMENTAL SCIENCE & TECH ALLIANCE CA","RESEARCH PROPOSAL","1999 - CONVERSION","FR0P Conversion"
